Ticker,Date,Close
AAPL,2010-01-04,6.583585739135742
AAPL,2010-01-05,6.594967842102051
AAPL,2010-01-06,6.490065574645996
AAPL,2010-01-07,6.478067398071289
AAPL,2010-01-08,6.5211358070373535
AAPL,2010-01-11,6.46360969543457
AAPL,2010-01-12,6.390086650848389
AAPL,2010-01-13,6.480220794677734
AAPL,2010-01-14,6.442690372467041
AAPL,2010-01-15,6.335019588470459
AAPL,2010-01-19,6.615270614624023
AAPL,2010-01-20,6.51344633102417
AAPL,2010-01-21,6.400853157043457
AAPL,2010-01-22,6.083380222320557
AAPL,2010-01-25,6.2470383644104
AAPL,2010-01-26,6.335329055786133
AAPL,2010-01-27,6.395008563995361
AAPL,2010-01-28,6.13075590133667
AAPL,2010-01-29,5.908337116241455
AAPL,2010-02-01,5.990475654602051
AAPL,2010-02-02,6.025238513946533
AAPL,2010-02-03,6.128908634185791
AAPL,2010-02-04,5.908030986785889
AAPL,2010-02-05,6.012932777404785
AAPL,2010-02-08,5.971709251403809
AAPL,2010-02-09,6.035387992858887
AAPL,2010-02-10,6.002470970153809
AAPL,2010-02-11,6.1116814613342285
AAPL,2010-02-12,6.1642866134643555
AAPL,2010-02-16,6.257191181182861
AAPL,2010-02-17,6.231041431427002
AAPL,2010-02-18,6.242731094360352
AAPL,2010-02-19,6.2039690017700195
AAPL,2010-02-22,6.165515422821045
AAPL,2010-02-23,6.062153339385986
AAPL,2010-02-24,6.172900199890137
AAPL,2010-02-25,6.214123725891113
AAPL,2010-02-26,6.294720649719238
AAPL,2010-03-01,6.429156303405762
AAPL,2010-03-02,6.4248480796813965
AAPL,2010-03-03,6.439613342285156
AAPL,2010-03-04,6.4820661544799805
AAPL,2010-03-05,6.735553741455078
AAPL,2010-03-08,6.739554405212402
AAPL,2010-03-09,6.86076021194458
AAPL,2010-03-10,6.916746616363525
AAPL,2010-03-11,6.937050819396973
AAPL,2010-03-12,6.970890998840332
AAPL,2010-03-15,6.885985374450684
AAPL,2010-03-16,6.904750347137451
AAPL,2010-03-17,6.894599914550781
AAPL,2010-03-18,6.910902500152588
AAPL,2010-03-19,6.837072849273682
AAPL,2010-03-22,6.9139790534973145
AAPL,2010-03-23,7.025033473968506
AAPL,2010-03-24,7.0561041831970215
AAPL,2010-03-25,6.9724297523498535
AAPL,2010-03-26,7.10317325592041
AAPL,2010-03-29,7.149008750915527
AAPL,2010-03-30,7.255445957183838
AAPL,2010-03-31,7.2292985916137695
AAPL,2010-04-01,7.259140491485596
AAPL,2010-04-05,7.336662769317627
AAPL,2010-04-06,7.368965148925781
AAPL,2010-04-07,7.401573657989502
AAPL,2010-04-08,7.381577014923096
AAPL,2010-04-09,7.4381818771362305
AAPL,2010-04-12,7.453562259674072
AAPL,2010-04-13,7.457867622375488
AAPL,2010-04-14,7.558154106140137
AAPL,2010-04-15,7.657519817352295
AAPL,2010-04-16,7.610760688781738
AAPL,2010-04-19,7.600608825683594
AAPL,2010-04-20,7.524317264556885
AAPL,2010-04-21,7.974379539489746
AAPL,2010-04-22,8.197409629821777
AAPL,2010-04-23,8.331537246704102
AAPL,2010-04-26,8.29062557220459
AAPL,2010-04-27,8.061132431030273
AAPL,2010-04-28,8.04759407043457
AAPL,2010-04-29,8.264166831970215
AAPL,2010-04-30,8.031907081604004
AAPL,2010-05-03,8.193717956542969
AAPL,2010-05-04,7.957767009735107
AAPL,2010-05-05,7.875015735626221
AAPL,2010-05-06,7.575386047363281
AAPL,2010-05-07,7.255756378173828
AAPL,2010-05-10,7.813488960266113
AAPL,2010-05-11,7.891321182250977
AAPL,2010-05-12,8.062670707702637
AAPL,2010-05-13,7.947925090789795
AAPL,2010-05-14,7.808257579803467
AAPL,2010-05-17,7.820565223693848
AAPL,2010-05-18,7.763345241546631
AAPL,2010-05-19,7.639676094055176
AAPL,2010-05-20,7.314208507537842
AAPL,2010-05-21,7.454487323760986
AAPL,2010-05-24,7.591073036193848
AAPL,2010-05-25,7.543700218200684
AAPL,2010-05-26,7.50955057144165
AAPL,2010-05-27,7.793801784515381
AAPL,2010-05-28,7.902396202087402
AAPL,2010-06-01,8.023907661437988
AAPL,2010-06-02,8.119889259338379
AAPL,2010-06-03,8.094356536865234
AAPL,2010-06-04,7.874091148376465
AAPL,2010-06-07,7.719662666320801
AAPL,2010-06-08,7.6701340675354
AAPL,2010-06-09,7.481557846069336
AAPL,2010-06-10,7.7064337730407715
AAPL,2010-06-11,7.798720836639404
